Id,Label
1,2
2,0
3,8
4,1
5,0
6,3
7,2
8,4
9,0
10,8
11,6
12,0
13,0
14,8
15,4
16,7
17,6
18,9
19,0
20,4
21,7
22,4
23,4
24,4
25,8
26,8
27,2
28,0
29,7
30,4
31,0
32,3
33,2
34,2
35,0
36,6
37,0
38,4
39,6
40,3
41,0
42,4
43,6
44,2
45,0
46,4
47,6
48,3
49,8
50,0
51,3
52,3
53,4
54,9
55,0
56,4
57,0
58,0
59,0
60,0
61,7
62,3
63,8
64,3
65,7
66,8
67,8
68,0
69,7
70,4
71,4
72,1
73,4
74,4
75,8
76,1
77,5
78,0
79,3
80,0
81,6
82,5
83,0
84,8
85,4
86,3
87,4
88,8
89,7
90,9
91,8
92,4
93,0
94,3
95,0
96,5
97,8
98,0
99,2
100,7
101,0
102,4
103,8
104,8
105,6
106,7
107,1
108,3
109,2
110,8
111,0
112,8
113,4
114,9
115,0
116,8
117,9
118,4
119,2
120,6
121,0
122,9
123,4
124,8
125,5
126,1
127,8
128,8
129,4
130,7
131,9
132,2
133,6
134,8
135,8
136,1
137,9
138,0
139,6
140,3
141,8
142,1
143,0
144,8
145,7
146,4
147,3
148,0
149,8
150,8
151,8
152,0
153,7
154,2
155,3
156,2
157,4
158,8
159,6
160,7
161,2
162,4
163,2
164,4
165,0
166,0
167,7
168,8
169,0
170,2
171,2
172,7
173,8
174,8
175,8
176,0
177,2
178,2
179,0
180,2
181,7
182,2
183,5
184,2
185,2
186,0
187,9
188,8
189,7
190,8
191,9
192,7
193,9
194,5
195,4
196,1
197,7
198,2
199,9
200,7
201,4
202,8
203,8
204,9
205,6
206,4
207,3
208,7
209,3
210,4
211,7
212,4
213,9
214,0
215,8
216,0
217,7
218,8
219,9
220,0
221,2
222,7
223,6
224,7
225,9
226,6
227,8
228,2
229,4
230,0
231,5
232,1
233,6
234,8
235,4
236,0
237,0
238,6
239,0
240,0
241,0
242,7
243,1
244,8
245,8
246,8
247,0
248,6
249,0
250,8
251,8
252,4
253,7
254,5
255,1
256,8
257,4
258,4
259,0
260,6
261,2
262,4
263,3
264,6
265,8
266,4
267,2
268,2
269,0
270,1
271,0
272,0
273,4
274,8
275,0
276,7
277,1
278,4
279,7
280,0
281,6
282,0
283,4
284,4
285,7
286,9
287,8
288,0
289,7
290,7
291,8
292,8
293,4
294,8
295,8
296,7
297,6
298,0
299,2
300,4
301,4
302,0
303,0
304,2
305,2
306,0
307,4
308,0
309,3
310,1
311,0
312,1
313,0
314,3
315,9
316,7
317,2
318,4
319,4
320,8
321,0
322,7
323,0
324,9
325,0
326,0
327,7
328,3
329,0
330,0
331,8
332,9
333,3
334,7
335,7
336,3
337,4
338,2
339,6
340,2
341,7
342,8
343,7
344,0
345,0
346,1
347,8
348,0
349,0
350,9
351,7
352,8
353,1
354,8
355,0
356,0
357,0
358,1
359,8
360,4
361,4
362,8
363,8
364,0
365,8
366,8
367,2
368,8
369,0
370,8
371,7
372,6
373,7
374,0
375,8
376,8
377,7
378,3
379,7
380,0
381,0
382,8
383,0
384,0
385,4
386,0
387,4
388,4
389,8
390,8
391,0
392,0
393,7
394,7
395,4
396,3
397,8
398,2
399,8
400,0
401,0
402,5
403,6
404,4
405,0
406,6
407,8
408,8
409,8
410,6
411,7
412,0
413,0
414,0
415,7
416,6
417,2
418,4
419,5
420,5
421,7
422,6
423,7
424,2
425,6
426,0
427,8
428,8
429,8
430,8
431,7
432,2
433,4
434,0
435,0
436,7
437,7
438,2
439,6
440,4
441,8
442,7
443,2
444,2
445,0
446,8
447,6
448,6
449,8
450,0
451,2
452,2
453,7
454,7
455,0
456,7
457,9
458,7
459,2
460,6
461,8
462,8
463,6
464,4
465,3
466,2
467,3
468,2
469,9
470,8
471,1
472,8
473,7
474,8
475,5
476,6
477,0
478,2
479,7
480,8
481,6
482,8
483,0
484,0
485,4
486,8
487,6
488,0
489,6
490,8
491,5
492,4
493,8
494,0
495,6
496,0
497,0
498,3
499,8
500,2
501,9
502,1
503,8
504,8
505,3
506,0
507,8
508,6
509,3
510,8
511,6
512,8
513,8
514,0
515,4
516,8
517,5
518,0
519,2
520,7
521,1
522,7
523,4
524,9
525,0
526,7
527,3
528,0
529,4
530,0
531,4
532,4
533,6
534,0
535,5
536,0
537,0
538,8
539,0
540,9
541,6
542,8
543,7
544,8
545,0
546,8
547,4
548,8
549,3
550,6
551,0
552,5
553,7
554,2
555,2
556,0
557,2
558,0
559,6
560,3
561,1
562,4
563,4
564,9
565,3
566,3
567,2
568,2
569,5
570,7
571,0
572,7
573,6
574,6
575,3
576,8
577,0
578,5
579,0
580,0
581,2
582,6
583,4
584,8
585,8
586,4
587,1
588,4
589,4
590,0
591,4
592,4
593,5
594,0
595,4
596,2
597,8
598,5
599,0
600,2
601,8
602,0
603,7
604,4
605,4
606,1
607,4
608,0
609,8
610,8
611,3
612,3
613,7
614,8
615,0
616,3
617,0
618,8
619,0
620,9
621,8
622,0
623,4
624,4
625,3
626,8
627,8
628,1
629,0
630,2
631,0
632,5
633,1
634,2
635,4
636,8
637,7
638,0
639,3
640,8
641,7
642,2
643,3
644,0
645,8
646,0
647,9
648,0
649,0
650,8
651,4
652,6
653,2
654,2
655,6
656,8
657,2
658,8
659,8
660,0
661,8
662,8
663,8
664,7
665,5
666,8
667,2
668,4
669,7
670,9
671,0
672,8
673,8
674,0
675,0
676,7
677,0
678,0
679,2
680,3
681,1
682,4
683,1
684,8
685,3
686,4
687,3
688,6
689,0
690,7
691,2
692,4
693,9
694,0
695,7
696,2
697,3
698,2
699,8
700,1
701,0
702,0
703,0
704,2
705,0
706,8
707,0
708,8
709,4
710,8
711,9
712,8
713,6
714,0
715,0
716,8
717,6
718,1
719,8
720,0
721,7
722,9
723,3
724,1
725,4
726,5
727,4
728,0
729,5
730,3
731,0
732,4
733,0
734,7
735,0
736,3
737,6
738,8
739,0
740,8
741,4
742,8
743,0
744,0
745,2
746,6
747,5
748,7
749,0
750,2
751,3
752,4
753,4
754,3
755,4
756,7
757,2
758,4
759,2
760,0
761,8
762,0
763,6
764,0
765,3
766,3
767,0
768,0
769,2
770,8
771,4
772,6
773,0
774,6
775,2
776,6
777,8
778,0
779,8
780,4
781,0
782,8
783,1
784,8
785,3
786,2
787,3
788,8
789,4
790,0
791,6
792,2
793,4
794,8
795,7
796,8
797,8
798,4
799,0
800,2
801,0
802,0
803,6
804,4
805,3
806,6
807,2
808,0
809,6
810,3
811,6
812,0
813,8
814,3
815,0
816,0
817,7
818,0
819,1
820,6
821,3
822,1
823,4
824,0
825,7
826,0
827,8
828,4
829,3
830,0
831,1
832,7
833,0
834,0
835,6
836,0
837,0
838,8
839,2
840,0
841,1
842,8
843,0
844,8
845,8
846,6
847,6
848,3
849,6
850,5
851,4
852,3
853,7
854,8
855,9
856,0
857,7
858,8
859,7
860,0
861,0
862,8
863,0
864,6
865,0
866,2
867,3
868,2
869,0
870,6
871,7
872,0
873,0
874,0
875,7
876,7
877,8
878,5
879,3
880,8
881,4
882,7
883,8
884,4
885,2
886,0
887,6
888,6
889,2
890,2
891,8
892,7
893,7
894,3
895,7
896,6
897,4
898,8
899,4
900,2
901,7
902,7
903,8
904,8
905,4
906,7
907,0
908,5
909,0
910,0
911,4
912,4
913,3
914,8
915,0
916,0
917,0
918,0
919,8
920,9
921,2
922,1
923,6
924,8
925,3
926,8
927,8
928,3
929,8
930,4
931,2
932,9
933,7
934,4
935,0
936,2
937,8
938,7
939,8
940,3
941,4
942,2
943,1
944,7
945,5
946,2
947,3
948,2
949,4
950,0
951,3
952,3
953,2
954,6
955,8
956,2
957,5
958,0
959,0
960,7
961,5
962,6
963,0
964,6
965,4
966,0
967,0
968,8
969,5
970,8
971,0
972,0
973,0
974,6
975,4
976,8
977,4
978,8
979,0
980,1
981,8
982,7
983,3
984,4
985,3
986,8
987,8
988,4
989,0
990,1
991,4
992,8
993,6
994,7
995,8
996,9
997,3
998,2
999,4
1000,2
1001,0
1002,8
1003,7
1004,7
1005,0
1006,8
1007,6
1008,0
1009,4
1010,9
1011,4
1012,7
1013,6
1014,4
1015,2
1016,0
1017,7
1018,7
1019,4
1020,4
1021,8
1022,8
1023,7
1024,3
1025,0
1026,8
1027,0
1028,7
1029,1
1030,1
1031,1
1032,5
1033,5
1034,5
1035,4
1036,2
1037,6
1038,0
1039,1
1040,3
1041,5
1042,6
1043,6
1044,8
1045,3
1046,3
1047,5
1048,0
1049,8
1050,8
1051,7
1052,0
1053,0
1054,1
1055,0
1056,7
1057,7
1058,2
1059,5
1060,2
1061,0
1062,3
1063,8
1064,3
1065,8
1066,0
1067,0
1068,9
1069,2
1070,4
1071,0
1072,8
1073,4
1074,0
1075,3
1076,4
1077,0
1078,9
1079,4
1080,8
1081,8
1082,4
1083,0
1084,0
1085,9
1086,8
1087,0
1088,4
1089,8
1090,8
1091,2
1092,0
1093,0
1094,8
1095,7
1096,0
1097,8
1098,4
1099,9
1100,7
1101,4
1102,8
1103,1
1104,4
1105,4
1106,0
1107,7
1108,1
1109,8
1110,0
1111,8
1112,2
1113,0
1114,9
1115,8
1116,7
1117,0
1118,6
1119,9
1120,4
1121,0
1122,0
1123,0
1124,4
1125,0
1126,8
1127,8
1128,7
1129,1
1130,0
1131,6
1132,0
1133,9
1134,0
1135,2
1136,7
1137,9
1138,6
1139,3
1140,0
1141,6
1142,0
1143,4
1144,4
1145,6
1146,0
1147,6
1148,2
1149,0
1150,8
1151,0
1152,4
1153,8
1154,2
1155,5
1156,2
1157,0
1158,1
1159,3
1160,8
1161,0
1162,3
1163,0
1164,8
1165,8
1166,6
1167,0
1168,2
1169,9
1170,7
1171,5
1172,7
1173,8
1174,3
1175,0
1176,7
1177,8
1178,8
1179,0
1180,0
1181,8
1182,0
1183,4
1184,6
1185,0
1186,0
1187,1
1188,6
1189,5
1190,8
1191,7
1192,7
1193,4
1194,7
1195,9
1196,0
1197,8
1198,9
1199,8
1200,2
1201,2
1202,6
1203,7
1204,2
1205,8
1206,9
1207,2
1208,0
1209,0
1210,8
1211,4
1212,2
1213,9
1214,7
1215,8
1216,5
1217,2
1218,0
