Id,Label
6001,2
6002,7
6003,2
6004,6
6005,7
6006,7
6007,7
6008,6
6009,6
6010,2
6011,2
6012,2
6013,7
6014,5
6015,6
6016,6
6017,8
6018,0
6019,8
6020,6
6021,7
6022,5
6023,0
6024,7
6025,0
6026,0
6027,8
6028,0
6029,5
6030,7
6031,0
6032,2
6033,9
6034,7
6035,7
6036,9
6037,7
6038,6
6039,2
6040,7
6041,2
6042,7
6043,0
6044,8
6045,2
6046,9
6047,8
6048,6
6049,5
6050,1
6051,0
6052,5
6053,0
6054,3
6055,1
6056,8
6057,2
6058,9
6059,8
6060,1
6061,7
6062,7
6063,6
6064,0
6065,5
6066,5
6067,5
6068,0
6069,2
6070,8
6071,0
6072,8
6073,7
6074,9
6075,9
6076,7
6077,7
6078,5
6079,0
6080,2
6081,9
6082,0
6083,1
6084,9
6085,8
6086,1
6087,7
6088,1
6089,2
6090,8
6091,7
6092,7
6093,7
6094,8
6095,7
6096,6
6097,9
6098,7
6099,6
6100,6
6101,8
6102,6
6103,7
6104,2
6105,2
6106,2
6107,7
6108,1
6109,9
6110,0
6111,8
6112,6
6113,6
6114,6
6115,0
6116,5
6117,3
6118,7
6119,9
6120,5
6121,7
6122,6
6123,8
6124,7
6125,5
6126,0
6127,7
6128,8
6129,8
6130,8
6131,0
6132,5
6133,0
6134,6
6135,5
6136,1
6137,9
6138,7
6139,7
6140,5
6141,7
6142,7
6143,6
6144,8
6145,7
6146,7
6147,9
6148,2
6149,7
6150,6
6151,2
6152,6
6153,5
6154,5
6155,5
6156,1
6157,7
6158,6
6159,2
6160,8
6161,2
6162,8
6163,0
6164,0
6165,8
6166,6
6167,3
6168,5
6169,5
6170,3
6171,8
6172,1
6173,0
6174,2
6175,2
6176,0
6177,1
6178,7
6179,1
6180,8
6181,1
6182,3
6183,7
6184,9
6185,5
6186,1
6187,2
6188,2
6189,7
6190,2
6191,5
6192,8
6193,6
6194,6
6195,6
6196,0
6197,7
6198,7
6199,6
6200,8
6201,7
6202,7
6203,1
6204,3
6205,8
6206,5
6207,4
6208,8
6209,9
6210,6
6211,5
6212,8
6213,5
6214,9
6215,0
6216,6
6217,2
6218,7
6219,6
6220,9
6221,9
6222,0
6223,3
6224,5
6225,9
6226,2
6227,8
6228,2
6229,7
6230,5
6231,0
6232,2
6233,8
6234,8
6235,3
6236,5
6237,0
6238,2
6239,0
6240,6
6241,9
6242,7
6243,0
6244,0
6245,7
6246,0
6247,2
6248,6
6249,2
6250,1
6251,5
6252,2
6253,2
6254,5
6255,2
6256,1
6257,8
6258,3
6259,6
6260,5
6261,0
6262,9
6263,1
6264,2
6265,7
6266,2
6267,2
6268,1
6269,0
6270,8
6271,7
6272,9
6273,6
6274,7
6275,2
6276,7
6277,9
6278,5
6279,0
6280,1
6281,8
6282,2
6283,2
6284,2
6285,0
6286,3
6287,0
6288,8
6289,7
6290,5
6291,2
6292,6
6293,5
6294,2
6295,9
6296,9
6297,9
6298,2
6299,7
6300,5
6301,2
6302,9
6303,6
6304,9
6305,3
6306,1
6307,8
6308,8
6309,1
6310,9
6311,6
6312,2
6313,0
6314,2
6315,7
6316,0
6317,5
6318,2
6319,9
6320,5
6321,2
6322,7
6323,8
6324,2
6325,1
6326,4
6327,1
6328,7
6329,5
6330,5
6331,9
6332,2
6333,1
6334,5
6335,7
6336,7
6337,0
6338,1
6339,0
6340,3
6341,2
6342,7
6343,0
6344,1
6345,7
6346,2
6347,1
6348,7
6349,3
6350,5
6351,2
6352,2
6353,3
6354,2
6355,2
6356,3
6357,6
6358,9
6359,6
6360,9
6361,2
6362,7
6363,5
6364,5
6365,2
6366,2
6367,7
6368,8
6369,6
6370,5
6371,0
6372,6
6373,0
6374,3
6375,2
6376,3
6377,5
6378,4
6379,1
6380,1
6381,6
6382,7
6383,8
6384,5
6385,2
6386,7
6387,7
6388,3
6389,7
6390,6
6391,8
6392,9
6393,5
6394,5
6395,7
6396,7
6397,4
6398,9
6399,2
6400,7
6401,8
6402,7
6403,6
6404,2
6405,7
6406,9
6407,3
6408,0
6409,2
6410,2
6411,6
6412,8
6413,7
6414,8
6415,7
6416,2
6417,8
6418,8
6419,2
6420,7
6421,8
6422,8
6423,1
6424,2
6425,7
6426,1
6427,2
6428,2
6429,0
6430,5
6431,3
6432,7
6433,0
6434,0
6435,2
6436,0
6437,7
6438,6
6439,7
6440,8
6441,5
6442,0
6443,9
6444,5
6445,9
6446,7
6447,9
6448,0
6449,6
6450,7
6451,1
6452,2
6453,8
6454,7
6455,2
6456,0
6457,7
6458,2
6459,2
6460,2
6461,7
6462,6
6463,6
6464,5
6465,3
6466,3
6467,8
6468,2
6469,8
6470,9
6471,2
6472,7
6473,2
6474,1
6475,8
6476,8
6477,0
6478,1
6479,6
6480,3
6481,9
6482,6
6483,3
6484,6
6485,3
6486,1
6487,6
6488,7
6489,2
6490,2
6491,7
6492,8
6493,9
6494,8
6495,2
6496,3
6497,8
6498,1
6499,8
6500,9
6501,5
6502,0
6503,8
6504,8
6505,9
6506,8
6507,6
6508,8
6509,5
6510,0
6511,5
6512,5
6513,6
6514,7
6515,5
6516,8
6517,7
6518,1
6519,6
6520,5
6521,5
6522,1
6523,4
6524,3
6525,1
6526,0
6527,1
6528,7
6529,7
6530,5
6531,6
6532,6
6533,7
6534,7
6535,7
6536,0
6537,9
6538,5
6539,0
6540,6
6541,8
6542,9
6543,0
6544,3
6545,0
6546,1
6547,5
6548,1
6549,8
6550,9
6551,5
6552,2
6553,1
6554,3
6555,8
6556,6
6557,3
6558,6
6559,9
6560,2
6561,1
6562,8
6563,9
6564,1
6565,8
6566,7
6567,8
6568,7
6569,8
6570,6
6571,5
6572,9
6573,5
6574,1
6575,0
6576,5
6577,0
6578,2
6579,5
6580,7
6581,8
6582,1
6583,9
6584,1
6585,6
6586,1
6587,1
6588,8
6589,8
6590,7
6591,8
6592,1
6593,1
6594,0
6595,0
6596,8
6597,8
6598,5
6599,9
6600,3
6601,7
6602,2
6603,2
6604,3
6605,6
6606,3
6607,7
6608,7
6609,5
6610,1
6611,1
6612,9
6613,1
6614,2
6615,8
6616,8
6617,0
6618,2
6619,9
6620,2
6621,8
6622,7
6623,8
6624,8
6625,9
6626,6
6627,0
6628,0
6629,5
6630,0
6631,2
6632,5
6633,2
6634,8
6635,2
6636,8
6637,8
6638,7
6639,7
6640,2
6641,6
6642,0
6643,7
6644,9
6645,2
6646,0
6647,8
6648,6
6649,8
6650,2
6651,0
6652,9
6653,3
6654,9
6655,8
6656,7
6657,7
6658,9
6659,3
6660,1
6661,6
6662,9
6663,8
6664,8
6665,0
6666,7
6667,9
6668,2
6669,0
6670,3
6671,7
6672,6
6673,2
6674,8
6675,9
6676,2
6677,5
6678,8
6679,2
6680,2
6681,0
6682,7
6683,8
6684,1
6685,4
6686,2
6687,7
6688,5
6689,8
6690,2
6691,5
6692,9
6693,2
6694,6
6695,6
6696,2
6697,1
6698,9
6699,2
6700,8
6701,9
6702,8
6703,1
6704,7
6705,6
6706,7
6707,7
6708,7
6709,2
6710,8
6711,1
6712,7
6713,5
6714,0
6715,6
6716,7
6717,5
6718,0
